name,address,notes
??0FXListDieModuleData@@QAE@XZ,0x00025EBE,derived-ICF
??0FastAllocatorGeneral@@QAE@XZ,0x00B027B0
??0FellBeastSwoopPowerBase@@QAE@PAVThing@@PBVModuleData@@@Z,0x00013462,FellBeastSwoopPower ctor base
??0FileSystem@@QAE@XZ,0x00022CA5
??0FireOCLAfterWeaponCooldownUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00004D36,pinharvest x1 (thunk)
??0FireOCLAfterWeaponCooldownUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000C199,pinharvest x1 (thunk)
??0FireOCLAfterWeaponCooldownUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00025581,pinharvest x1 (thunk)
??0FireOCLAfterWeaponCooldownUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00041547,pinharvest x1 (thunk)
??0FireOCLAfterWeaponCooldownUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00048B9E,pinharvest x1 (thunk)
??0FireOCLAfterWeaponCooldownUpdateModuleData@@QAE@XZ,0x0000B997,pinharvest x1 (thunk)
??0FireOCLAfterWeaponCooldownUpdateModuleData@@QAE@XZ,0x00016C39,pinharvest x1 (thunk)
??0FireOCLAfterWeaponCooldownUpdateModuleData@@QAE@XZ,0x00025D47,pinharvest x1 (thunk)
??0FireSpreadUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x04B510,module ctor (friend_newModuleInstance retail call target)
??0FireSpreadUpdateModuleData@@QAE@XZ,0x000104B5,module-glue cascade callee (from retail call site)
??0FireWeaponCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x00008878,pinharvest x1 (thunk)
??0FireWeaponCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000BAF0,pinharvest x1 (thunk)
??0FireWeaponCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x00034EDC,pinharvest x1 (thunk)
??0FireWeaponCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x00038C35,pinharvest x1 (thunk)
??0FireWeaponCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003DB36,pinharvest x1 (thunk)
??0FireWeaponCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x0004B510,pinharvest x1 (thunk)
??0FireWeaponPowerModuleData@@QAE@XZ,0x0001ABF9,pinharvest x1 (thunk)
??0FireWeaponPowerModuleData@@QAE@XZ,0x00037A51,pinharvest x1 (thunk)
??0FireWeaponPowerModuleData@@QAE@XZ,0x0003BDE5,pinharvest x1 (thunk)
??0FireWeaponPowerModuleData@@QAE@XZ,0x00044FA8,pinharvest x1 (thunk)
??0FireWeaponUpdateModuleData@@QAE@XZ,0x000118E7,pinharvest x1 (thunk)
??0FireWeaponUpdateModuleData@@QAE@XZ,0x000261CA,pinharvest x1 (thunk)
??0FireWeaponUpdateModuleData@@QAE@XZ,0x0003035A,pinharvest x1 (thunk)
??0FireWeaponUpdateModuleData@@QAE@XZ,0x00030BC0,pinharvest x1 (thunk)
??0FireWeaponUpdateModuleData@@QAE@XZ,0x00038E97,pinharvest x1 (thunk)
??0FireWeaponUpdateModuleData@@QAE@XZ,0x0003E4A5,pinharvest x1 (thunk)
??0FireWeaponWhenDamagedBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x02A379,module ctor (friend_newModuleInstance retail call target)
??0FireWeaponWhenDamagedBehaviorModuleData@@QAE@XZ,0x0003025B,derived-ICF
??0FireWeaponWhenDeadBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x00008878,pinharvest x1 (thunk)
??0FireWeaponWhenDeadBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000BAF0,pinharvest x1 (thunk)
??0FireWeaponWhenDeadBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x00034EDC,pinharvest x1 (thunk)
??0FireWeaponWhenDeadBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x00038C35,pinharvest x1 (thunk)
??0FireWeaponWhenDeadBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003DB36,pinharvest x1 (thunk)
??0FireWeaponWhenDeadBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0004B510,pinharvest x1 (thunk)
??0FireWeaponWhenDeadBehaviorModuleData@@QAE@XZ,0x00025EBE,derived-ICF
??0FirestormDynamicGeometryInfoUpdateModuleData@@QAE@XZ,0x0001235A
??0FirestormDynamicGeometryInfoUpdateModuleDataBase@@QAE@XZ,0x00048A3B,FirestormDynamicGeometryInfoUpdateModuleData base ctor
??0FirewallHelperClass@@QAE@XZ,0x00003AD5
??0FlammableUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00011ACC,Ghidra-owned constructor thunk
??0FlammableUpdateModuleData@@QAE@XZ,0x0000497B,pinharvest x1 (thunk)
??0FlammableUpdateModuleData@@QAE@XZ,0x00009AC0,pinharvest x1 (thunk)
??0FlammableUpdateModuleData@@QAE@XZ,0x0000E5A7,pinharvest x1 (thunk)
??0FlammableUpdateModuleData@@QAE@XZ,0x0000F6BE,pinharvest x1 (thunk)
??0FlammableUpdateModuleData@@QAE@XZ,0x000246CC,pinharvest x1 (thunk)
??0FlammableUpdateModuleData@@QAE@XZ,0x0004A250,pinharvest x1 (thunk)
??0FlightDeckBehaviorModuleData@@QAE@XZ,0x0000CC3E
??0FloatUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x01DF84,module ctor (friend_newModuleInstance retail call target)
??0FloatUpdateModuleData@@QAE@XZ,0x0004601A,module-glue cascade callee (from retail call site)
??0FreezingRainSpecialPowerModuleDataBase@@QAE@XZ,0x00015C44,FreezingRainSpecialPowerModuleData base ctor
??0GameMessage@@QAE@W4Type@0@@Z,0x000359E5,GameMessage::GameMessage(Type) thunk
??0GameMessageParser@@QAE@XZ,0x00013FCA,GameMessageParser::GameMessageParser() thunk
??0GameResultsQueue@@QAE@XZ,0x0000DAFD
??0GameResultsRequest@@QAE@ABV0@@Z,0x0004355E
??0GameSpyGroupRoom@@QAE@ABV0@@Z,0x0000C815,pinharvest x1 (thunk)
??0GameSpyGroupRoom@@QAE@ABV0@@Z,0x000242D5,pinharvest x1 (thunk)
??0GameSpyGroupRoom@@QAE@ABV0@@Z,0x0003B647,pinharvest x1 (thunk)
??0GameSpyGroupRoom@@QAE@ABV0@@Z,0x0003F382,pinharvest x1 (thunk)
??0GameSpyGroupRoom@@QAE@ABV0@@Z,0x00048329,pinharvest x1 (thunk)
??0GameSpyGroupRoom@@QAE@ABV0@@Z,0x00887B60,pinharvest x4 (body)
??0GameSpyPSMessageQueue@@QAE@XZ,0x000216C0
??0GameSpyPeerMessageQueueInterface@@QAE@XZ,0x0000A1B9,createNewMessageQueue ctor call; ILT thunk for body 0x0064D650
??0GameWindowManager@@QAE@XZ,0x00041489,W3DGameWindowManager base constructor retail thunk
??0GameWindowTransitionsHandler@@QAE@XZ,0x000029A5,ILT thunk -> body 0x48BF40; retail GameWindowTransitionsHandler ctor called by GameWindowManager::init on TheTransitionHandler (0x012F3330)
??0GateOpenAndCloseBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000ACE0,GateOpenAndCloseBehavior ctor for friend_new
??0GenerateMinefieldBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x00001CDA,pinharvest x1 (thunk)
??0GenerateMinefieldBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0002D40C,pinharvest x1 (thunk)
??0GenerateMinefieldBehaviorModuleData@@QAE@XZ,0x0002B062
??0GhostObjectManager@@QAE@XZ,0x00008652
??0GhostObjectManager@@QAE@XZ,0x006BC530,real body via thunk 0x2ba49
??0GiveUpgradeUpdateBase@@QAE@PAVThing@@PBVModuleData@@@Z,0x00013462,GiveUpgradeUpdate ctor base call; ILT thunk for SpecialAbilityUpdate ctor (body 0x002A6360)
??0GiveUpgradeUpdateModuleDataBase@@QAE@XZ,0x0003F503,GiveUpgradeUpdateModuleData ctor base
??0GrabPassengerSpecialPowerModuleDataBase@@QAE@XZ,0x00015C44,GrabPassengerSpecialPowerModuleData base ctor
??0GrantScienceUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x00008878,pinharvest x1 (thunk)
??0GrantScienceUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000BAF0,pinharvest x1 (thunk)
??0GrantScienceUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x00034EDC,pinharvest x1 (thunk)
??0GrantScienceUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x00038C35,pinharvest x1 (thunk)
??0GrantScienceUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003DB36,pinharvest x1 (thunk)
??0GrantScienceUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x0004B510,pinharvest x1 (thunk)
??0GrantScienceUpgradeModuleData@@QAE@XZ,0x00010C80,pinharvest x1 (thunk)
??0GrantScienceUpgradeModuleData@@QAE@XZ,0x00022877,pinharvest x1 (thunk)
??0GrantScienceUpgradeModuleData@@QAE@XZ,0x00023DCB,pinharvest x1 (thunk)
??0GrantScienceUpgradeModuleData@@QAE@XZ,0x0003C556,pinharvest x1 (thunk)
??0GrantScienceUpgradeModuleData@@QAE@XZ,0x00046B5A,pinharvest x1 (thunk)
??0GrantScienceUpgradeModuleData@@QAE@XZ,0x00048A3B,pinharvest x1 (thunk)
??0GrantStealthBehaviorModuleData@@QAE@XZ,0x0000E9F8,pinharvest x1 (thunk)
??0GrantStealthBehaviorModuleData@@QAE@XZ,0x0000ECFF,pinharvest x1 (thunk)
??0GrantStealthBehaviorModuleData@@QAE@XZ,0x0003FD5A,pinharvest x1 (thunk)
??0GrantUpgradeCreateModuleData@@QAE@XZ,0x000118E7,pinharvest x1 (thunk)
??0GrantUpgradeCreateModuleData@@QAE@XZ,0x000261CA,pinharvest x1 (thunk)
??0GrantUpgradeCreateModuleData@@QAE@XZ,0x0003035A,pinharvest x1 (thunk)
??0GrantUpgradeCreateModuleData@@QAE@XZ,0x00030BC0,pinharvest x1 (thunk)
??0GrantUpgradeCreateModuleData@@QAE@XZ,0x00038E97,pinharvest x1 (thunk)
??0GrantUpgradeCreateModuleData@@QAE@XZ,0x0003E4A5,pinharvest x1 (thunk)
??0HTreeClass@@QAE@ABV0@@Z,0x009527C0,derived from HTreeClass::Alter_Avatar_HTree
??0HealContainBase@@QAE@PAVThing@@PBVModuleData@@@Z,0x00036E49,HealContain ctor base call; ILT thunk for OpenContain ctor (body 0x002277A0)
??0HealCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x00046407,module ctor (friend_newModuleInstance retail call target)
??0HeightDieUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00C199,module ctor (friend_newModuleInstance retail call target)
??0HeightDieUpdateModuleData@@QAE@XZ,0x0002C9D0,module-glue cascade callee (from retail call site)
??0HeroDieBase@@QAE@PAVThing@@PBVModuleData@@@Z,0x000170E4,HeroDie ctor base
??0HeroModeSpecialAbilityUpdateBase@@QAE@PAVThing@@PBVModuleData@@@Z,0x00013462,Open-BFME5 HeroModeSpecialAbilityUpdate base pin
??0HijackerUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003A382,module ctor (friend_newModuleInstance retail call target)
??0HiveStructureBodyModuleData@@QAE@XZ,0x00022B15,pinharvest x1 (thunk)
??0HiveStructureBodyModuleData@@QAE@XZ,0x0002AE6E,pinharvest x1 (thunk)
??0HiveStructureBodyModuleData@@QAE@XZ,0x000331A9,pinharvest x1 (thunk)
??0HordeGarrisonContainModuleData@@QAE@XZ,0x0000DF7B,HordeGarrisonContain ModuleData ctor
??0HordeUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00037619,derived-ICF
??0HordeUpdateModuleData@@QAE@XZ,0x00014EA2,pinharvest x1 (thunk)
??0HordeUpdateModuleData@@QAE@XZ,0x0001BE41,pinharvest x1 (thunk)
??0HordeUpdateModuleData@@QAE@XZ,0x00030EBD,pinharvest x1 (thunk)
??0HorseHordeContainBase@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003A8FF,HorseHordeContain out-of-line base MI ctor
??0INIException@@QAA@HPBDZZ,0x00850600,INI retail variadic exception constructor
??0Image@@QAE@XZ,0x0000548E,constructed by the MappedImage block right after operator new(0x34) and handed to the matched ImageCollection::addImage(Image *)
??0InactiveBody@@QAE@PAVThing@@PBVModuleData@@@Z,0x00008878,pinharvest x1 (thunk)
??0InactiveBody@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000BAF0,pinharvest x1 (thunk)
??0InactiveBody@@QAE@PAVThing@@PBVModuleData@@@Z,0x00034EDC,pinharvest x1 (thunk)
??0InactiveBody@@QAE@PAVThing@@PBVModuleData@@@Z,0x00038C35,pinharvest x1 (thunk)
??0InactiveBody@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003DB36,pinharvest x1 (thunk)
??0InactiveBody@@QAE@PAVThing@@PBVModuleData@@@Z,0x0004B510,pinharvest x1 (thunk)
??0InstantDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0001D3AE,pinharvest x1 (thunk)
??0InstantDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0001F5C3,pinharvest x1 (thunk)
??0InstantDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0002070C,pinharvest x1 (thunk)
??0InstantDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0002DED4,pinharvest x1 (thunk)
??0InstantDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003CF56,pinharvest x1 (thunk)
??0InstantDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003ECA7,pinharvest x1 (thunk)
??0InstantDeathBehaviorBase@@QAE@PAVThing@@PBVModuleData@@@Z,0x000170E4,InstantDeathBehavior ctor base call
??0JetAIUpdateModuleData@@QAE@XZ,0x000028AB,derived-ICF
??0KeepObjectDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0001D3AE,pinharvest x1 (thunk)
??0KeepObjectDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0001F5C3,pinharvest x1 (thunk)
??0KeepObjectDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0002070C,pinharvest x1 (thunk)
??0KeepObjectDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0002DED4,pinharvest x1 (thunk)
??0KeepObjectDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003CF56,pinharvest x1 (thunk)
??0KeepObjectDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003ECA7,pinharvest x1 (thunk)
??0LList@@QAE@XZ,0x000057B8
??0LanguageFilter@@QAE@XZ,0x00022845,pinharvest x1 (thunk)
??0LanguageFilter@@QAE@XZ,0x00024DC0,pinharvest x1 (thunk)
??0LaserUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00006780,ModuleFactory retail instance constructor
??0LaserUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00035D91
??0LaserUpdateModuleData@@QAE@XZ,0x000118E7,pinharvest x1 (thunk)
??0LaserUpdateModuleData@@QAE@XZ,0x000261CA,pinharvest x1 (thunk)
??0LaserUpdateModuleData@@QAE@XZ,0x0003035A,pinharvest x1 (thunk)
??0LaserUpdateModuleData@@QAE@XZ,0x00030BC0,pinharvest x1 (thunk)
??0LaserUpdateModuleData@@QAE@XZ,0x00038E97,pinharvest x1 (thunk)
??0LaserUpdateModuleData@@QAE@XZ,0x0003E4A5,pinharvest x1 (thunk)
??0LeafletDropBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x00037619,derived-ICF
??0LevelGrantSpecialPowerBase@@QAE@PAVThing@@PBVModuleData@@@Z,0x00013462,Open-BFME5 LevelGrantSpecialPower base pin
??0LifetimeUpdateModuleData@@QAE@XZ,0x0002E6D1,LifetimeUpdate ModuleData ctor
??0LightningDrawModuleTemplate@FXParticleSystem@@QAE@ABV01@@Z,0x19614,LightningDrawModuleTemplate clone copy-ctor pin
??0LightningEmissionModuleTemplate@FXParticleSystem@@QAE@ABV01@@Z,0x19f88,LightningEmissionModuleTemplate clone copy-ctor pin
??0LineGroupClass@@QAE@XZ,0x0098E9C0,derived from ParticleBufferClass main ctor aligned call sites
??0LockClass@CriticalSectionClass@@QAE@AAV1@@Z,0x009DB4B0
??0LockWeaponCreateModuleData@@QAE@XZ,0x000283F3,module-glue cascade callee (from retail call site)
??0LocomotorSetUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x000078B5,module ctor (friend_newModuleInstance retail call target)
??0ManTheWallsSpecialPowerModuleData@@QAE@XZ,0x0001C580,ManTheWallsSpecialPower ModuleData ctor
??0MaterialCollectorClass@@QAE@XZ,0x00931070
??0MaterialPassClass@@QAE@XZ,0x009333A0
??0MaxHealthUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003BEDA,module ctor (friend_newModuleInstance retail call target)
??0MeshMatDescClass@@QAE@XZ,0x0092A2B0
??0MessageStream@@QAE@XZ,0x000132B4,pinharvest x2 (thunk)
??0MessageStream@@QAE@XZ,0x00024F87,pinharvest x1 (thunk)
??0MessageStream@@QAE@XZ,0x0002FAD1,pinharvest x1 (thunk)
??0MessageStream@@QAE@XZ,0x00049F71,pinharvest x1 (thunk)
??0MinefieldBehaviorModuleData@@QAE@XZ,0x00022B15,pinharvest x1 (thunk)
??0MinefieldBehaviorModuleData@@QAE@XZ,0x0002AE6E,pinharvest x1 (thunk)
??0MinefieldBehaviorModuleData@@QAE@XZ,0x000331A9,pinharvest x1 (thunk)
??0MissileAIUpdateModuleData@@QAE@XZ,0x00025EBE
??0MissileAIUpdateModuleDataBase@@QAE@XZ,0x0003C556,MissileAIUpdateModuleData base ctor
??0MissileLauncherBuildingUpdateModuleData@@QAE@XZ,0x0003025B,derived-ICF
??0MissingAnimClass@@QAE@PBD@Z,0x00034559,callers use this thunk (like findMemoryPool 0x3ADD7); real body drift candidate 0x9723BF
??0MissingGeomClass@@QAE@PBD@Z,0x00034559,pinharvest x1 (thunk)
??0MissingGeomClass@@QAE@PBD@Z,0x00042C3A,pinharvest x1 (thunk)
??0MissingTextureClass@@QAE@PBD@Z,0x00034559,pinharvest x1 (thunk)
??0MissingTextureClass@@QAE@PBD@Z,0x00042C3A,pinharvest x1 (thunk)
??0MobMemberSlavedUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0002A379,pinharvest x1 (thunk)
??0MobMemberSlavedUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00048338,pinharvest x1 (thunk)
??0ModelConditionInfo@@QAE@ABU0@@Z,0x000087C4,site-decoded x1 (thunk)
??0ModelConditionInfo@@QAE@ABU0@@Z,0x0000B537,hit-decoded x2 (thunk)
??0ModelConditionInfo@@QAE@ABU0@@Z,0x00887B60,hit-decoded x6 (body)
??0ModelConditionInfo@@QAE@ABU0@@Z,0x00887C90,site-decoded x1 (body)
??0ModelConditionSoundSelectorClientBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x00002874,ModelConditionSoundSelectorClientBehavior ctor for friend_new
??0ModelConditionSpecialAbilityUpdateModuleDataBase@@QAE@XZ,0x0003F503,ModelCondition SpecialAbilityUpdate base
??0ModelConditionUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x00025810,module ctor (friend_newModuleInstance retail call target)
??0ModelConditionUpgradeModuleData@@QAE@XZ,0x00010C80,pinharvest x1 (thunk)
??0ModelConditionUpgradeModuleData@@QAE@XZ,0x00022877,pinharvest x1 (thunk)
??0ModelConditionUpgradeModuleData@@QAE@XZ,0x00023DCB,pinharvest x1 (thunk)
??0ModelConditionUpgradeModuleData@@QAE@XZ,0x0003C556,pinharvest x1 (thunk)
??0ModelConditionUpgradeModuleData@@QAE@XZ,0x00046B5A,pinharvest x1 (thunk)
??0ModelConditionUpgradeModuleData@@QAE@XZ,0x00048A3B,pinharvest x1 (thunk)
??0ModuleDataBase@@QAE@XZ,0x00036818,Open-BFME5 Porcupine base pin
??0ModuleDataBase_CombineHordeSpecialPowerModuleData@@QAE@XZ,0x00015C44,Open-BFME5 CombineHordeSpecialPowerModuleData base pin
??0ModuleDataBase_DefectorSpecialPowerModuleData@@QAE@XZ,0x00015C44,Open-BFME5 DefectorSpecialPowerModuleData base pin
??0ModuleDataBase_HordeContainModuleData@@QAE@XZ,0x00044030,Open-BFME5 HordeContainModuleData base pin
??0ModuleDataBase_SiegeDeployHordeSpecialPowerModuleData@@QAE@XZ,0x00023FE7,Open-BFME5 SiegeDeployHordeSpecialPowerModuleData base pin
??0ModuleDataBase_StopSpecialPowerModuleData@@QAE@XZ,0x00015C44,Open-BFME5 StopSpecialPowerModuleData base pin
??0Money@@QAE@ABV0@@Z,0x00018ACA,site-decoded x1 (thunk)
??0Money@@QAE@ABV0@@Z,0x00024BC7,site-decoded x1 (thunk)
??0Money@@QAE@ABV0@@Z,0x000451D3,site-decoded x1 (thunk)
??0MoneyCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x0003E48C,module ctor (friend_newModuleInstance retail call target)
??0MultiplayerColorDefinition@@QAE@ABV0@@Z,0x0000C815,pinharvest x1 (thunk)
??0MultiplayerColorDefinition@@QAE@ABV0@@Z,0x000242D5,pinharvest x1 (thunk)
??0MultiplayerColorDefinition@@QAE@ABV0@@Z,0x0003B647,pinharvest x1 (thunk)
??0MultiplayerColorDefinition@@QAE@ABV0@@Z,0x0003F382,pinharvest x1 (thunk)
??0MultiplayerColorDefinition@@QAE@ABV0@@Z,0x00048329,pinharvest x1 (thunk)
??0MultiplayerColorDefinition@@QAE@ABV0@@Z,0x00887B60,pinharvest x4 (body)
??0MultiplayerSettings@@QAE@XZ,0x0002B0BC,harvested from parseMultiplayerSettingsDefinition (thunk)
??0NetCommandMsg@@QAE@XZ,0x000132B4,hit-decoded x4 (thunk)
??0NetCommandWrapperListNode@@QAE@PAVNetWrapperCommandMsg@@@Z,0x0002D8C1,ILT thunk; real body 0xA76380
??0NetDestroyPlayerCommandMsg@@QAE@XZ,0x0000F8D0,pinharvest x1 (thunk)
??0NetDestroyPlayerCommandMsg@@QAE@XZ,0x000195CE,pinharvest x1 (thunk)
??0NetDestroyPlayerCommandMsg@@QAE@XZ,0x0002B904,pinharvest x1 (thunk)
??0NetDestroyPlayerCommandMsg@@QAE@XZ,0x0002F536,pinharvest x1 (thunk)
??0NetDisconnectFrameCommandMsg@@QAE@XZ,0x0000F8D0,pinharvest x1 (thunk)
??0NetDisconnectFrameCommandMsg@@QAE@XZ,0x000195CE,pinharvest x1 (thunk)
??0NetDisconnectFrameCommandMsg@@QAE@XZ,0x0002B904,pinharvest x1 (thunk)
??0NetDisconnectFrameCommandMsg@@QAE@XZ,0x0002F536,pinharvest x1 (thunk)
??0NetDisconnectKeepAliveCommandMsg@@QAE@XZ,0x000132B4,pinharvest x2 (thunk)
??0NetDisconnectKeepAliveCommandMsg@@QAE@XZ,0x00024F87,pinharvest x1 (thunk)
??0NetDisconnectKeepAliveCommandMsg@@QAE@XZ,0x0002FAD1,pinharvest x1 (thunk)
??0NetDisconnectKeepAliveCommandMsg@@QAE@XZ,0x00049F71,pinharvest x1 (thunk)
??0NetDisconnectPlayerCommandMsg@@QAE@XZ,0x0002173D,ILT thunk; real body 0xA73C20
??0NetDisconnectScreenOffCommandMsg@@QAE@XZ,0x0000F8D0,pinharvest x1 (thunk)
??0NetDisconnectScreenOffCommandMsg@@QAE@XZ,0x000195CE,pinharvest x1 (thunk)
??0NetDisconnectScreenOffCommandMsg@@QAE@XZ,0x0002B904,pinharvest x1 (thunk)
??0NetDisconnectScreenOffCommandMsg@@QAE@XZ,0x0002F536,pinharvest x1 (thunk)
??0NetDisconnectVoteCommandMsg@@QAE@XZ,0x0002B346,ILT thunk; real body 0xA73CD0
??0NetFileProgressCommandMsg@@QAE@XZ,0x000409DA,ILT thunk; real body 0xA74030
??0NetFrameResendRequestCommandMsg@@QAE@XZ,0x0000F8D0,pinharvest x1 (thunk)
??0NetFrameResendRequestCommandMsg@@QAE@XZ,0x000195CE,pinharvest x1 (thunk)
??0NetFrameResendRequestCommandMsg@@QAE@XZ,0x0002B904,pinharvest x1 (thunk)
??0NetFrameResendRequestCommandMsg@@QAE@XZ,0x0002F536,pinharvest x1 (thunk)
??0NetGameCommandMsg@@QAE@XZ,0x00673640,identified from readGameMessage's allocation site
??0NetKeepAliveCommandMsg@@QAE@XZ,0x000132B4,pinharvest x2 (thunk)
??0NetKeepAliveCommandMsg@@QAE@XZ,0x00024F87,pinharvest x1 (thunk)
??0NetKeepAliveCommandMsg@@QAE@XZ,0x0002FAD1,pinharvest x1 (thunk)
??0NetKeepAliveCommandMsg@@QAE@XZ,0x00049F71,pinharvest x1 (thunk)
??0NetPacket@@QAE@XZ,0x00679650,the default constructor; body written in NetPacket_init.cpp but one ordering tie-break short of clean
??0NetPacketRouterAckCommandMsg@@QAE@XZ,0x000132B4,pinharvest x2 (thunk)
??0NetPacketRouterAckCommandMsg@@QAE@XZ,0x00024F87,pinharvest x1 (thunk)
??0NetPacketRouterAckCommandMsg@@QAE@XZ,0x0002FAD1,pinharvest x1 (thunk)
??0NetPacketRouterAckCommandMsg@@QAE@XZ,0x00049F71,pinharvest x1 (thunk)
??0NetPacketRouterQueryCommandMsg@@QAE@XZ,0x000132B4,pinharvest x2 (thunk)
??0NetPacketRouterQueryCommandMsg@@QAE@XZ,0x00024F87,pinharvest x1 (thunk)
??0NetPacketRouterQueryCommandMsg@@QAE@XZ,0x0002FAD1,pinharvest x1 (thunk)
??0NetPacketRouterQueryCommandMsg@@QAE@XZ,0x00049F71,pinharvest x1 (thunk)
??0NetPlayerLeaveCommandMsg@@QAE@XZ,0x000266AC,pinharvest x1 (thunk)
??0NetPlayerLeaveCommandMsg@@QAE@XZ,0x00044C8D,pinharvest x1 (thunk)
??0NetProgressCommandMsg@@QAE@XZ,0x000266AC,pinharvest x1 (thunk)
??0NetProgressCommandMsg@@QAE@XZ,0x00044C8D,pinharvest x1 (thunk)
??0NetWrapperCommandMsg@@QAE@XZ,0x0002A586,ILT thunk; real body 0xA73DD0
??0Network@@QAE@XZ,0x00029C12
??0NeutronMissileSlowDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x00006780,pinharvest x1 (thunk)
??0NeutronMissileSlowDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0002CD4F,pinharvest x1 (thunk)
??0NeutronMissileSlowDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x00048167,pinharvest x1 (thunk)
??0NeutronMissileSlowDeathBehaviorBase@@QAE@PAVThing@@PBVModuleData@@@Z,0x000447FB,NeutronMissileSlowDeathBehavior ctor base (ICF74 shared)
??0NeutronMissileUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00048F2C
??0NeutronMissileUpdateModuleData@@QAE@XZ,0x0003AE86,pinharvest x1 (thunk)
??0NeutronMissileUpdateModuleData@@QAE@XZ,0x000441CA,pinharvest x1 (thunk)
??0Nugget@ModuleInfo@@QAE@ABU01@@Z,0x0004ABEC,retail ILT target of ModuleInfo Nugget copy-constructor call
??0OBBoxClass@@QAE@ABV0@@Z,0x00931420
??0OCLSpecialPowerModuleData@@QAE@XZ,0x0003025B,derived-ICF
??0OCLUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000EF5C,pinharvest x1 (thunk)
??0OCLUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0000F7DB,pinharvest x1 (thunk)
??0OCLUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00014966,pinharvest x1 (thunk)
